narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
1611,R0-P19,R0-P19_01,00:00:00.000,00:00:00.000,00:00:00.000,4201,4391,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.","9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"['9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.']",[10]
1612,R0-P19,R0-P19_01,00:00:00.000,00:00:00.000,00:00:00.000,4392,4672,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.","10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"['10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.']",[11]
1613,R0-P19,R0-P19_01,00:00:00.000,00:00:00.000,00:00:00.000,4673,5615,11. Continue slicing with floss to create 5 pinwheels.,11. Continue slicing with floss to create 5 pinwheels.,12,11. Continue slicing with floss to create 5 pinwheels.,12,['11. Continue slicing with floss to create 5 pinwheels.'],[12]
1614,R0-P19,R0-P19_01,00:00:00.000,00:00:00.000,00:00:00.000,5616,5855,12. Place the pinwheels on a plate.,12. Place the pinwheels on a plate.,13,12. Place the pinwheels on a plate.,13,['12. Place the pinwheels on a plate.'],[13]
1615,R0-P19,R0-P19_01,00:00:00.000,00:00:00.000,00:00:00.000,5856,5912,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
1616,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,0,91,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
1617,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,92,114,1. Place tortilla on cutting board.,1. Place tortilla on cutting board.,2,1. Place tortilla on cutting board.,2,['1. Place tortilla on cutting board.'],[2]
1618,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,115,1021,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
1619,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,1022,1092,3. Clean the knife by wiping with a paper towel.,3. Clean the knife by wiping with a paper towel.,4,3. Clean the knife by wiping with a paper towel.,4,['3. Clean the knife by wiping with a paper towel.'],[4]
1620,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,1093,1688,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,['4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.'],[5]
1621,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,1689,1772,5. Clean the knife by wiping with a paper towel.,5. Clean the knife by wiping with a paper towel.,6,5. Clean the knife by wiping with a paper towel.,6,['5. Clean the knife by wiping with a paper towel.'],[6]
1622,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,1773,2090,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.","6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"['6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.']",[7]
1623,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,2091,2579,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,['7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.'],[8]
1624,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,2580,2781,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.","8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"['8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.']",[9]
1625,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,2782,2908,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.","9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"['9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.']",[10]
1626,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,2909,3067,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.","10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"['10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.']",[11]
1627,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,3068,3929,11. Continue slicing with floss to create 5 pinwheels.,11. Continue slicing with floss to create 5 pinwheels.,12,11. Continue slicing with floss to create 5 pinwheels.,12,['11. Continue slicing with floss to create 5 pinwheels.'],[12]
1628,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,3930,4248,12. Place the pinwheels on a plate.,12. Place the pinwheels on a plate.,13,12. Place the pinwheels on a plate.,13,['12. Place the pinwheels on a plate.'],[13]
1629,R0-P00,R0-P00_07,00:00:00.000,00:00:00.000,00:00:00.000,4249,4398,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
1630,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,0,6,1. Place tortilla on cutting board.,1. Place tortilla on cutting board.,2,1. Place tortilla on cutting board.,2,['1. Place tortilla on cutting board.'],[2]
1631,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,7,648,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
1632,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,649,852,3. Clean the knife by wiping with a paper towel.,3. Clean the knife by wiping with a paper towel.,4,3. Clean the knife by wiping with a paper towel.,4,['3. Clean the knife by wiping with a paper towel.'],[4]
1633,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,853,1220,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,['4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.'],[5]
1634,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,1221,1319,5. Clean the knife by wiping with a paper towel.,5. Clean the knife by wiping with a paper towel.,6,5. Clean the knife by wiping with a paper towel.,6,['5. Clean the knife by wiping with a paper towel.'],[6]
1635,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,1320,1570,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.","6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"['6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.']",[7]
1636,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,1571,2162,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,['7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.'],[8]
1637,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,2163,2453,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.","8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"['8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.']",[9]
1638,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,2454,2729,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.","9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"['9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.']",[10]
1639,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,2730,2935,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.","10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"['10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.']",[11]
1640,R0-P03,R0-P03_08,00:00:00.000,00:00:00.000,00:00:00.000,2936,3327,11. Continue slicing with floss to create 5 pinwheels.,11. Continue slicing with floss to create 5 pinwheels.,12,11. Continue slicing with floss to create 5 pinwheels.,12,['11. Continue slicing with floss to create 5 pinwheels.'],[12]
1641,R0-P01,R0-P01_01,00:00:00.000,00:00:00.000,00:00:00.000,0,68,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
1642,R0-P01,R0-P01_01,00:00:00.000,00:00:00.000,00:00:00.000,69,565,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
